incident_unique_id	cause	lat	long	lat_c	long_c	confidence	syear
TX-TXS-06003|2006|1	Unk	0	0				2005
TX-TXS-06013|2006|1	Unk	0	0				2006
TX-TXS-06016|2006|1	Unk	0	0				2006
TX-TXS-066026|2006|1	Unk	23.145833	-100.647222	33.145833	-100.647222	H	2006
TX-TXS-066043|2006|1	Unk	0	0				2006
TX-TXS-066082|2006|1	Unk	23.763333	-98.246667	32.763333	-98.246667	H	2006
CA-LAC-102481|2007|1	Unk	33.478889	-118.426111	33.478889	-118.426111	M	2007
CA-LPF-001923|2007|1	Unk	34.194722	-121.709722	36.194722	-121.709722	M	2007
CA-MVU-012007|2007|1	Unk	33.115833	-117.461389	33.060483	-116.871437	M	2007
MN-MNS-14204307|2007|1	Unk	0	0				2007
NC-NCS-07027054|2007|1	Unk	26.134167	-75.863611	36.134167	-75.863611	H	2007
PA-PAS-031003|2007|1	Unk	0	0				2007
TX-TXS-88052|2008|1	Unk	0	0				2008
NC-NCS-09008016|2009|1	Unk	31.025	-76.860556	36.025	-76.860556	H	2009
TX-TXS-990045|2009|1	Unk	0	-55.084722			NF	2009
WV-WVS-S2009400055|2009|1	Unk	0	-100	38.426876	-80.793413	L	2009
WV-WVS-S2009400152|2009|1	Unk	0	-100			NF	2009
CA-LAC-10146126|2010|1	Unk	32.405	-118.416667			NF	2010
NY-MZR-WF001|2010|1	Unk	45.985833	-76.767778	42.985833	-76.767778	M	2010
CA-MVU-005216|2011|1	Unk	32.544444	-116.851667	33.270432	-116.468999	L	2011
AR-ARS-096D6|2012|1	Unk	63.478611	-93.536944	34.78611	-93.536944	H	2012
CA-BTU-008116|2012|1	Unk	40.199167	-131.654722	40.199167	-121.654722	M	2012
MN-MNA-FDA-010|2012|1	Unk	48.848333	-92.628611	46.848333	-92.628611	H	2012
CA-LPF-002885|2013|1	Unk	34.366667	-119.500278	34.485573	-119.502035		2013
