incident_unique_id,eyear,state,incidentnum,incidentname,emonth,eday,edoy,syear,smonth,sday,sdoy,area_km2,costs,fatalities,home.destroyed,home.threat,max.pers,max.aerial,tot.pers,tot.aerial,max.agency.support,cause,confidence,geometry
AK-TAS-313449|2013|1,2013,,AK-TAS-313449,Big Timber Creek,9,29,269,2013,6,27,178,34.87179262,5e4,0,0,0,0,0,0,0,0,Lightning,H,"c(-141.695278, 63.765833)"
AK-TAS-313486|2013|1,2013,,AK-TAS-313486,Ladue Fork,9,29,269,2013,6,25,176,34.87179262,2e4,0,0,0,0,0,0,0,0,Lightning,H,"c(-141.523611, 63.404722)"
AK-UYD-000197|2013|1,2013,,AK-UYD-000197,Beaver Meadow,6,12,163,2013,6,8,159,0.114121452,405e3,0,0,8,35,0,154,0,1,Human,H,"c(-145.134722, 66.575)"
AK-UYD-000245|2013|1,2013,,AK-UYD-000245,North Fork Chandalar,6,20,171,2013,6,16,167,0.1416401,491073,0,0,0,35,0,136,0,1,Human,H,"c(-146.301667, 66.998056)"
AK-UYD-000280|2013|1,2013,,AK-UYD-000280,Stuart Creek #2,6,26,177,2013,6,25,176,1.6187440000000002,5e5,0,0,0,8,0,10,0,2,Human,H,"c(-146.466667, 64.7)"
AK-UYD-000299|2013|1,2013,,AK-UYD-000299,Otter Creek,7,30,211,2013,6,20,171,0.6474976,31e4,0,0,0,24,0,67,0,1,Lightning,H,"c(-146.198333, 67.468611)"
AK-UYD-000302|2013|1,2013,,AK-UYD-000302,Timber Creek,7,27,192,2013,6,20,171,0.433823392,132284,0,0,0,19,0,38,0,1,Lightning,H,"c(-145.558056, 67.4525)"
AK-UYD-000310|2013|1,2013,,AK-UYD-000310,Nation River,8,28,240,2013,6,20,171,52.609179999999995,2e4,0,0,0,0,0,0,0,0,Lightning,H,"c(-141.522333, 65.397806)"
AK-UYD-000370|2013|1,2013,,AK-UYD-000370,Chandalar,8,28,240,2013,6,23,174,62.840856138,2e4,0,0,0,0,0,0,0,0,Lightning,H,"c(-147.333056, 67.0375)"
AK-UYD-000378|2013|1,2013,,AK-UYD-000378,Three Lakes,7,27,194,2013,6,24,175,0.012140580000000002,93125,0,0,0,11,0,43,0,2,Lightning,H,"c(-145.748611, 66.1925)"
